DistrictName,TehsilName,UCName,VisitDate,RefCode,SchoolName,SchoolMauza,SchoolAddress,PhoneNumber,TotalAreaKanal,TotalAreaMarla,GPS_North,GPS_East,EstablishmentYear,SchoolLocation,SchoolLevel,SchoolGender,RegistrationStatus,RegistrationNo,BISEAffiliated,BISEName,SchoolCategory,School Category,MediumOfInstruction,NoOfClassRooms,Fac_DrinkingWater,Fac_BoundaryWall,Fac_Electricity,Fac_Toilet,Fac_StaffRoom,Fac_PlayGround,Fac_UPSGenerator,Fac_MultipurposeHall,Fac_OfficeComputer,Fac_ComputerLab,Fac_ScienceLab,Fac_Library,Fac_Transport,Fac_Hostel,BuildingOwnership,Enrolment_PN_Boys,Enrolment_PN_Girls,Enrolment_NU_Boys,Enrolment_NU_Girls,Enrolment_PR_Boys,Enrolment_PR_Girls,Enrolment_01_Boys,Enrolment_01_Girls,Enrolment_02_Boys,Enrolment_02_Girls,Enrolment_03_Boys,Enrolment_03_Girls,Enrolment_04_Boys,Enrolment_04_Girls,Enrolment_05_Boys,Enrolment_05_Girls,Enrolment_06_Boys,Enrolment_06_Girls,Enrolment_07_Boys,Enrolment_07_Girls,Enrolment_08_Boys,Enrolment_08_Girls,Enrolment_09S_Boys,Enrolment_09A_Boys,Enrolment_09S_Girls,Enrolment_09A_Girls,Enrolment_10S_Boys,Enrolment_10A_Boys,Enrolment_10S_Girls,Enrolment_10A_Girls,Enrolment_11S_Boys,Enrolment_11A_Boys,Enrolment_11S_Girls,Enrolment_11A_Girls,Enrolment_12S_Boys,Enrolment_12A_Boys,Enrolment_12S_Girls,Enrolment_12A_Girls,Enrolment_OLS_Boys,Enrolment_OLA_Boys,Enrolment_OLS_Girls,Enrolment_OLA_Girls,Enrolment_ALS_Boys,Enrolment_ALA_Boys,Enrolment_ALS_Girls,Enrolment_ALA_Girls,TeachingStaffMale,TeachingStaffFemale,NonTeachingStaffMale,NonTeachingStaffFemale,MultiGradeClassesClubbed,TextBooksUsed,TextBooksOtherName,Teachers_FAFSC_Male,Teachers_FAFSC_Female,Teachers_BABSC_Male,Teachers_BABSC_Female,Teachers_MAMSC_Male,Teachers_MAMSC_Female,EnumeratorID,EnumeratorName
KHANEWAL,JAHANIAN,MC JAHANIAN,25-Nov-16,36491439,THE ISLAMIC SCHOOL SYSTEM JAHANIAN,JAHANIAN,JALAL ABAD JAHANIAN,652211797,4,12,30.0305,71.8147655,2005,Urban,High,Both,Registered,537538,Yes,BISE Multan,21,Private Registered,English,29,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Rented,21,30,57,36,65,48,58,56,41,31,34,40,40,34,26,17,18,16,13,9,16,15,11,,4,,10,,7,,,,,,,,,,,,,,,,,,1,36,7,5,,Oxford,,,3,1,12,,21,364402,Muhammad Abid
KHANEWAL,JAHANIAN,MC JAHANIAN,26-Nov-16,36491446,DIVISIONAL PUBLIC SCHOOL,JAHANIAN,QUAID E AZAM ROAD JAHANIAN,652211784,19,18,30.0373096,71.8179034,2000,Urban,High,Both,Registered,422B 423G,Yes,BISE Multan,15,Divisional Public School (DPS),English,45,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Owned,33,19,49,42,68,58,65,55,73,63,63,57,91,51,67,46,47,47,56,68,52,53,50,,40,,48,,53,,,,,,,,,,,,,,,,,,11,57,18,3,,PCTB,,,,,1,11,56,364402,Muhammad Abid
KHANEWAL,KABIRWALA,BAGGAR,12-Nov-16,36490891,MARINE SCHOOL AND COLLEGE,BAGAR SARGANA,ADA PUL BAGAR,3345206555,15,10,30.5713285,72.035592,2003,Rural,HigherSecondary,Both,Registered,654,Yes,BISE Multan,21,Private Registered,English,32,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Donated,,,18,18,17,17,21,16,16,12,20,18,18,15,20,12,15,15,24,15,17,17,37,,32,,47,,16,,,,23,,,,19,,,,,,,,,,5,27,28,1,,PCTB,,,,5,5,,22,364101,Liaqat Hussain
KHANEWAL,KABIRWALA,BAGGAR,12-Nov-16,36490887,SCHOOL OF THE MUSLIM GENERATION,N/A,ABDUL HAKIM,652442102,3,15,30.5623924,72.1370599,2006,Urban,High,Both,Registered,249,No,,21,Private Registered,English,32,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Rented,15,10,30,25,50,50,55,40,60,55,50,50,,30,,26,,25,,23,,14,,,,,,,,,,,,,,,,,,,,,,,,,,38,9,2,,Others,"PCTBB , OXFORD, AFAQ",,,,22,,16,364115,Muhammad Asad
KHANEWAL,KABIRWALA,CHAK HAIDER ABAD,10-Nov-16,36490647,SADIQ PUBLIC SCHOOL,HAIDERABAD,NAWAZ SHAHAER,3004541652,3,,30.42943833,71.703465,2009,Rural,Middle,Both,Registered,435,No,,31,Punjab Education Foundation (PEF),Urdu,29,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Owned,,,,,21,16,58,23,97,64,38,77,95,77,71,47,47,24,50,24,22,14,,,,,,,,,,,,,,,,,,,,,,,,,14,18,2,,,PCTB,,7,13,6,5,1,,364104,Ghulam Muhammad
KHANEWAL,KABIRWALA,CHAK NO.6/DH,8-Nov-16,36490304,AZHAR PUBLIC SCHOOL, 6-D,CHAK NO. 6 -D DARKHANA,3006888262,5,,30.66136353,72.17143041,2012,Rural,Middle,Both,Registered,621,No,,21,Private Registered,Urdu,33,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,Owned,,,70,70,55,42,37,36,91,59,67,53,56,36,30,24,23,23,30,32,14,15,,,,,,,,,,,,,,,,,,,,,,,,,2,33,1,2,,PCTB,,,5,1,22,1,6,364106,Manzoor Hussain
KHANEWAL,KABIRWALA,MAHNI SIAL,8-Nov-16,36490211,HIGH AIMS SCHOOL,MAHNI SIAL,"P/O MANI SIAL, KHANEWAL",3017810152,6,4,30.2866677,71.792088,2008,Rural,Middle,Both,Registered,425,No,,31,Punjab Education Foundation (PEF),Mixed,27,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Owned,,,74,62,64,38,59,58,64,35,49,46,25,17,29,22,26,14,16,18,20,9,,,,,,,,,,,,,,,,,,,,,,,,,,30,4,,,PCTB,,,8,,20,,2,364107,Tariq Shabbir
KHANEWAL,KABIRWALA,MOOLA PUR,14-Nov-16,36491117,MEHAR FATIMA CARE MODEL SCHOOL KABIRWALA,3 KASSI,3 KASSI,N/A,4,5,30.4010508,71.8617654,2014,Rural,Middle,Both,UnderProcess,,No,,22,Private Un-Registered,English,22,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Owned,30,24,34,25,36,29,65,42,31,18,22,19,20,19,11,8,8,15,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,2,3,,Oxford,,,,,,,25,364107,Tariq Shabbir
KHANEWAL,KABIRWALA,MC KABIRWALA,16-Nov-16,36491168,GARRISON SCHOOL SYSTEM,KABIR WALA,NEAR BADLA OFFICE KABIR WALA ,562410075,3,,30.4000085,71.8718174,2012,Urban,High,Both,Registered,653,Yes,BISE Multan,21,Private Registered,Mixed,35,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Rent Free,41,18,28,30,37,34,39,29,44,26,45,22,36,28,34,20,32,27,23,17,43,26,42,,45,,28,,28,,,,,,,,,,,,,,,,,,10,30,7,3,,Oxford,,,10,7,20,3,,364116,Haris Hafeez
KHANEWAL,KABIRWALA,MC KABIRWALA,17-Nov-16,36491240,KHALID-BIN-WALEED HIGH SCHOOL,CITY,CANAL ROAD KABIR WALA,3336229934,6,5,30.4008244,71.8699181,1993,Urban,High,Both,Registered,93,Yes,BISE Multan,21,Private Registered,English,21,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Owned,27,19,,,37,16,39,26,34,28,46,26,48,29,48,28,49,,68,,60,,147,,,,106,,,,,,,,,,,,,,,,,,,,27,4,10,,,PCTB,,4,4,12,,11,,364116,Haris Hafeez
KHANEWAL,KABIRWALA,MC KABIRWALA,19-Nov-16,36491331,FATIMA  JINNAH PUBLIC SCHOOL,KABIR WALA,OPP THE BANK OF PUNJAB,3005557693,3,,30.4008244,71.8699181,1986,Urban,Middle,Both,Registered,618,No,,31,Punjab Education Foundation (PEF),Mixed,25,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,Rented,24,26,21,20,28,14,26,21,14,23,23,21,23,20,30,15,15,20,17,13,14,10,,,,,,,,,,,,,,,,,,,,,,,,,,25,7,5,,Oxford,,,,,19,,6,364116,Haris Hafeez
KHANEWAL,KHANEWAL,MC KHANEWAL,24-Nov-16,36491425,KHANEWAL PUBLIC SCHOOL KWL,KHANEWAL,MULTAN LAHORE ROAD KHANEWAL,659200103,416,,30.3187752,71.9301187,1987,Urban,HigherSecondary,Both,Registered,0518/RG-22/9/03,Yes,BISE Multan,21,Private Registered,English,66,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Owned,,,25,15,40,33,44,29,47,35,56,21,50,39,53,45,60,44,47,52,57,39,69,,88,,52,,54,,4,,9,,7,,31,,13,,,,,,,,14,56,2,2,,Others,"PCTBB , OXFORD",,,1,1,13,55,364210,Zulfiqar Ali
KHANEWAL,KHANEWAL,MC KHANEWAL,10-Nov-16,36491096,GAZALI INSTITUTE OF EDUCATION,88/10R,BUBLY PARK KHANEWAL,652553220,6,,30.2907339,71.9451356,1999,Rural,High,Both,Registered,82,Yes,BISE Multan,21,Private Registered,Mixed,34,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Owned,23,8,15,14,23,28,39,22,42,34,35,28,41,27,25,34,44,34,40,15,28,37,34,18,27,9,25,15,27,7,,,,,,,,,,,,,,,,,10,31,5,5,,Others,"PCTBB, AFAQ ",,4,6,14,4,13,364210,Zulfiqar Ali
KHANEWAL,KHANEWAL,MC KHANEWAL,8-Nov-16,36490308,THE HAWK HIGHER SECONDARY SCHOOL PEOPLES COLONY KHANEWAL,MC KHANEWAL,W.42 PEOPLES COLONY KHANEWAL,652555925,3,10,30.3096401,71.9384668,2009,Urban,HigherSecondary,Both,Registered,454/455,Yes,BISE Multan,21,Private Registered,English,49,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Rented,,,20,25,25,23,21,30,28,27,27,26,19,37,29,14,31,29,36,37,34,30,42,,43,,34,,34,,20,,73,,8,,64,,,,,,,,,,14,35,11,1,,Others,GOHAR PUBLISHERS,,,,13,14,22,364210,Zulfiqar Ali
KHANEWAL,KHANEWAL,MC KHANEWAL,8-Nov-16,36490293,THE EDUCATOR SCHOOL SYSTEM KHANEWAL 6 IRSHAD COLONY,MC KHANEWAL,6. IRSHAD COONY,652557401,5,5,30.3080692,71.942828,2002,Urban,High,Both,Registered,413,Yes,BISE Multan,21,Private Registered,English,50,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Rented,18,12,20,14,30,20,40,22,42,30,35,24,38,20,30,25,30,30,20,18,30,17,14,,16,,18,,17,,,,,,,,,,,,,,,,,,7,53,15,7,,Others,"PCTBB , OXFORD",,,1,4,6,49,364210,Zulfiqar Ali
KHANEWAL,KHANEWAL,MC KHANEWAL,8-Nov-16,36490275,THE HAWK SCHOOL SYSTEM KHANEWAL,N/A,W-42 PEOPLES COLONY KHANEWAL,652555925,3,10,30.3019086,71.9232762,2009,Urban,HigherSecondary,Both,Registered,454/455,Yes,BISE Multan,21,Private Registered,English,49,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Rented,,,20,25,25,23,21,30,28,27,27,26,19,37,29,19,31,29,36,37,34,30,42,,43,,34,,34,,20,,73,,8,,64,,,,,,,,,,14,35,11,1,,Others,GOHAR PUBLISHERS,,,,13,14,22,364210,Zulfiqar Ali
KHANEWAL,KHANEWAL,MC KHANEWAL,8-Nov-16,36490350,SCIENCE HIGHER SECONDARY SCHOOL (BOYS),MC KHANEWAL,CIVIL LINE KHANEWAL,652557511,4,,30.2991018,71.9206826,1984,Urban,High,Girls,Registered,559,Yes,BISE Multan,21,Private Registered,English,28,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Owned,23,19,56,36,60,50,,53,,57,,48,,49,,41,,42,,40,,38,,,34,,,,32,,,,,,,,,,,,,,,,,,,37,,3,,Oxford,,,,,24,,13,364210,Zulfiqar Ali
KHANEWAL,KHANEWAL,MC KHANEWAL,8-Nov-16,36490362,YOUNG SCHOLARS SCHOOL & COLLEGE MAIN CAMPUS,N/A,4 GULBERG KHANEWAL,652502282,6,,30.3085102,71.9403192,2014,Urban,High,Both,Registered,379,Yes,BISE Multan,21,Private Registered,English,21,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Owned,12,5,11,10,16,9,28,8,18,13,23,14,31,8,25,7,67,,54,,87,,62,,,,71,,,,,,,,,,,,,,,,,,,,6,29,5,1,,Oxford,,,,,3,6,26,364210,Zulfiqar Ali
KHANEWAL,MIAN CHANNU,CHAK NO.100/15-L,7-Nov-16,36490134,MUSLIM PUBLIC BOYS HIGHER SECONDARY 67/15.L,67/15L,67/15L ,3027452262,8,,30.1839865,72.2192168,1992,Rural,High,Boys,Registered,488,Yes,BISE Multan,21,Private Registered,Urdu,23,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Owned,,,58,,30,,35,,29,,35,,36,,36,,45,,69,,57,,106,,,,109,,,,,,,,,,,,,,,,,,,,15,7,4,,,PCTB,,3,2,8,3,4,2,364307,Muhammad Akram
KHANEWAL,MIAN CHANNU,CHAK NO.100/15-L,16-Nov-16,36491205,IMAM DIN TAMEER-E-MILLAT HIGH SCHOOL ,129/15L,CHAK NO 129/15L MIAN CHANNU ,0321-7822283,32,,30.4684862,72.3764795,2000,Rural,High,Both,Registered,574,Yes,BISE Multan,21,Private Registered,Mixed,40,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Others,25,13,51,29,46,34,56,39,37,23,45,36,40,28,47,25,28,34,25,27,28,21,15,,13,,26,2,17,,,,,,,,,,,,,,,,,,5,56,13,6,,PCTB,PTCB,,3,,28,5,25,364313,Muhammad Iqbal Ansari
KHANEWAL,MIAN CHANNU,CHAK NO.100/15-L,10-Nov-16,36490539,DIVISIONAL PUBLIC SCHOOL TULAMBA,TULAMBA,BEWA DANI ROAD TALAUBA,065-2440684,4,,30.5230284,72.246557,2009,Urban,High,Both,Registered,"547 , 548",No,,15,Divisional Public School (DPS),English,19,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,Owned,7,10,20,12,18,14,25,16,28,12,24,19,12,10,16,9,18,13,29,14,26,9,28,,15,,21,,14,,,,,,,,,,,,,,,,,,10,15,12,2,,PCTB,"PTB ,OXFORD",1,,2,2,7,13,364313,Muhammad Iqbal Ansari
KHANEWAL,MIAN CHANNU,CHAK NO.102/15-L,11-Nov-16,36490739,THE RISE PUBLIC SCHOOL 91/15.L,102/15. L,PUL 59/ 15 .L,3443404291,4,,30.24858333,72.27908333,2012,Rural,Middle,Both,Registered,358,No,,31,Punjab Education Foundation (PEF),Mixed,27,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,Owned,,,46,24,35,36,72,31,78,49,48,51,42,20,33,37,18,13,5,14,10,17,,,,,,,,,,,,,,,,,,,,,,,,,2,22,2,,,PCTB,,,18,1,3,1,1,364301,Muhammad Tanawar
KHANEWAL,MIAN CHANNU,CHAK NO.134/16-L,21-Nov-16,36491355,AL KHAIR SCHOOL &COLLEGE ,134/16L,MOHSINWAL,3007879615,8,10,30.4062974,72.2518496,2007,Rural,HigherSecondary,Both,Registered,225,No,,21,Private Registered,Mixed,30,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Owned,29,13,44,19,41,42,54,30,40,28,25,22,36,14,22,17,21,18,9,11,20,7,2,7,12,5,22,5,14,8,,,,7,,,,13,,,,,,,,,5,33,5,2,,PCTB,,,4,3,10,2,19,364305,Nausher Ali
KHANEWAL,MIAN CHANNU,CHAK NO.134/16-L,21-Nov-16,36491351,THE NATION SCHOOL ,134/16-L,TULAMBA RD MOHSINWAL,652616042,16,,30.4040129,72.2374921,2004,Rural,High,Both,Registered,674,Yes,BISE Multan,21,Private Registered,Mixed,20,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Owned,20,14,39,20,30,35,40,38,29,10,20,22,30,21,20,14,29,20,21,11,34,9,,,24,,,,19,,,,,,,,,,,,,,,,,,7,27,5,2,,PCTB,,,,6,16,1,11,364305,Nausher Ali
KHANEWAL,MIAN CHANNU,CHAK NO.61-A/15-L,7-Nov-16,36490154,SADIQ PUBLIC MIDDLE SCHOOL 76/15.L,67/15L,67/15L VIJEAN WALA,3087946467,6,,30.1624008,72.2236824,2011,Rural,Middle,Both,Registered,586,No,,31,Punjab Education Foundation (PEF),Urdu,18,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Rented,,,45,9,53,10,34,2,35,1,47,,35,,68,,34,,33,,33,,,,,,,,,,,,,,,,,,,,,,,,,,11,5,2,,,PCTB,,6,5,4,,1,,364307,Muhammad Akram
KHANEWAL,MIAN CHANNU,CHAK NO.61-A/15-L,7-Nov-16,36490133,MUSLIM GIRLS HIGHER SECONDARY SCHOOL 67/15.L,67/15L,67/15L ,30665815067,8,2,30.1839865,72.2192168,2008,Rural,HigherSecondary,Girls,Registered,472,Yes,BISE Multan,21,Private Registered,Urdu,25,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Owned,,,,48,,34,,35,,37,,36,,49,,31,,84,,71,,77,,,97,,,,105,,,,60,,,,70,,,,,,,,,,6,22,4,2,,PCTB,,,5,1,9,5,8,364307,Muhammad Akram
KHANEWAL,MIAN CHANNU,ROTLA,17-Nov-16,36491238,USMANIA PUBLIC SCHOOL 7/8-R ,CHAK NO 7/8 R,CHAK NO 7/8 R,N/A,5,,30.445364,72.3564563,2013,Rural,Middle,Both,UnderProcess,,No,,21,Private Registered,Mixed,10,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Rented,35,25,20,20,24,15,28,11,24,17,40,12,25,19,26,13,27,13,14,,14,11,,,,,,,,,,,,,,,,,,,,,,,,,6,11,1,1,,Others,,,1,4,10,2,,364311,Muhammad Ijaz
KHANEWAL,MIAN CHANNU,MC MIAN CHANNU,5-Jan-10,36491012,DIVISIONAL  PUBLIC SCHOOL & COLLEGE MIAN CHANNU,130/15.L,FAISAL TOWN MIAN CHANNU,652661678,24,,30.44834,72.35760667,2001,Urban,High,Both,Registered,0222/REG,Yes,BISE Multan,15,Divisional Public School (DPS),English,88,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Owned,,,57,27,63,56,75,58,88,65,78,74,85,87,86,72,75,67,94,76,92,72,103,,83,,161,,98,,,,,,,,,,,,,,,,,,26,79,36,5,,Others,,,40,13,25,13,14,364312,Akbar Nadeem
VEHARI,BUREWALA,175 EB,19-Nov-16,36391304,GIRLS HIGHER SECONDARY SCHOOL  367 EB,CHAK NO. 367 EB,CHAK NO. 367 EB TEHSIL BUREWALA DISTT VEHARI,3006997497,12,,30.27074509,72.81049137,2005,Rural,HigherSecondary,Girls,Registered,1477/EDO,Yes,BISE Multan,31,Punjab Education Foundation (PEF),Urdu,22,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Owned,,40,,36,,36,,35,,35,,35,,34,,14,,35,,27,,25,35,,,,35,,,,12,,,,10,,,,,,,,,,,,,21,2,2,N/A,PCTB,,,7,,11,,3,363102,Abrar Hussain
VEHARI,BUREWALA,187 EB,9-Nov-16,36390272,ALLAMA IQBAL  SECONDARY  SCHOOL  GAGGOO,GAGGO,GREEN CITY  GAGGO,3216999110,3,,30.22114225,72.81955739,2009,Rural,High,Boys,Registered,829/AC-III,Yes,BISE Multan,31,Punjab Education Foundation (PEF),Mixed,26,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,Owned,,,,,,,,,,,101,,105,,89,,103,,92,,95,,135,,,,107,,,,,,,,,,,,,,,,,,,,11,18,2,1,,PCTB,,,3,6,10,5,5,363102,Abrar Hussain
VEHARI,BUREWALA,98/EB,18-Nov-16,36391279,THE CITIZENS FOUNDATION ,N/A,CHAK NO. 373/EB BUREWALA DISTRICT VEHARI,3066903039,9,8,30.3097778,72.8638296,2008,Rural,High,Both,Registered,302/EDO,No,,21,Private Registered,Urdu,21,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Owned,,,,,47,20,29,36,36,23,38,18,34,15,32,19,17,19,11,12,11,4,4,,4,,,,,,,,,,,,,,,,,,,,,,1,28,4,5,N/A,PCTB,N/A,,,,8,1,20,363110,Abu Bakar
VEHARI,BUREWALA,MC BUREWALA,17-Nov-16,36391153,DAWN SCIENCE SECONDARY SCHOOL TUHA CAMPUS,NA,GULSHAN -E-EREHMAN BUREWALA,3457100015,3,,30.1540496,72.6659763,2000,Urban,High,Both,Registered,177-EDO,Yes,BISE Multan,31,Punjab Education Foundation (PEF),Mixed,26,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Owned,,,35,35,17,17,49,28,57,24,45,24,49,25,52,19,60,,67,,77,,79,,,,63,,,,,,,,,,,,,,,,,,,,14,13,3,2,,PCTB,,1,5,8,8,5,,363108,Muhammad Riaz
VEHARI,BUREWALA,MC BUREWALA,16-Nov-16,36391097,FATIMA JINAH GIRLS HIGH SCHOOL,NA,MULTAN ROAD BUREWALA,673352993,9,2,30.16055333,72.66932167,1993,Urban,High,Girls,Registered,778 DE,Yes,BISE Multan,32,NGO,Mixed,24,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Owned,,,,,,,,,,,,,,,,,,135,,149,,170,,,237,,,,178,18,,,,,,,,,,,,,,,,,,30,8,,,PCTB,,,,,6,,24,363108,Muhammad Riaz
VEHARI,BUREWALA,MC BUREWALA,16-Nov-16,36391089,ALLIED SCHOOL CHONGI 5 BUREWALA,CHONGI,CHONGI NO.5 CHAK 505-E ROAD,673771041,4,,30.1549792,72.6616317,2010,Urban,High,Both,Registered,402/403,Yes,BISE Multan,21,Private Registered,Mixed,45,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Rented,20,21,27,34,52,40,35,34,42,27,47,35,41,25,29,19,35,12,20,20,17,27,30,,11,,18,,7,,,,,,,,,,,,,,,,,,12,42,14,4,,PCTB,,,,6,20,6,22,363108,Muhammad Riaz
VEHARI,BUREWALA,MC BUREWALA,17-Nov-16,36391169,JINNAH MODEL BOYS SCHOOL ,NA,132 P BLOCK BUREWALA ,673354699,13,,30.1589973,72.6965999,1979,Urban,Middle,Both,Registered,63/EDO,Yes,BISE Multan,31,Punjab Education Foundation (PEF),Mixed,23,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Rented,,,18,17,21,14,40,17,42,39,46,21,30,27,39,15,65,,45,,58,,,,,,,,,,,,,,,,,,,,,,,,,,7,19,3,3,,PCTB,,,3,6,11,1,5,363101,Ayaz Hussain
VEHARI,BUREWALA,MC BUREWALA,16-Nov-16,36391079,NEW BEACON HOUSE ,NA ,MOWEL TOWN BUREWALA,3007879779,4,8,30.1803743,72.694383,2008,Urban,Middle,Girls,Registered,291/EDO,No,,21,Private Registered,Mixed,11,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Owned,,38,,48,,45,,43,,40,,41,,40,,30,,32,,36,,39,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,2,,PCTB,,,,1,10,,9,363101,Ayaz Hussain
VEHARI,BUREWALA,MC BUREWALA,16-Nov-16,36391087,THE EDUCATORS BUREWALA CAMPUS ,NA,8/C LINK COLONY ROAD BUURE WALA,673772098,5,14,30.1631385,72.6814379,2006,Urban,High,Girls,Registered,241/EDO,Yes,BISE Multan,21,Private Registered,English,35,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Rented,24,23,38,32,39,36,22,20,27,23,25,21,,24,,28,,27,,24,,23,,,20,,,,16,,,,,,,,,,,,,,,,,,3,45,9,2,,Oxford,,1,,,,2,45,363101,Ayaz Hussain
VEHARI,BUREWALA,MC BUREWALA,16-Nov-16,36391094,DIVISIONAL PUBLIC SCHOOL  BUREWALA ,CHAK 35 BUREWALA,COLLEGE ROAD BUREWALA,673770404,50,2,30.1621907,72.6804809,2001,Urban,High,Both,Registered,"132/EDO , 183/EDO",Yes,BISE Multan,15,Divisional Public School (DPS),English,77,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Owned,38,44,99,83,114,90,140,96,127,100,117,89,119,98,100,80,88,72,106,73,99,66,82,,69,,73,,61,,,,,,,,,,,,,,,,,,8,103,35,12,,Others,"PCTBB , OXFORD",,,3,6,5,97,363101,Ayaz Hussain
VEHARI,BUREWALA,MC BUREWALA,10-Nov-16,36390466,ALLIED SCHOOLS CANAL CAMPUS ,N/A,NEHAR WALA BANGLA BUREWALA,3347194045,20,,30.1717722,72.7046747,2010,Urban,High,Both,Registered,"403/EDO, 402/EDO",Yes,BISE Multan,21,Private Registered,English,31,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Owned,72,76,,,,,35,38,16,21,35,27,32,25,34,22,44,19,67,21,67,26,111,,45,,83,,46,,,,,,,,,,,,,,,,,,23,30,11,5,N/A,PCTB,,,,,2,23,28,363101,Ayaz Hussain
VEHARI,BUREWALA,457/EB,14-Nov-16,36391049,KENT PUBLIC SCHOOL 455/EB ,CHAK 457/EB,CHAK 457/EB,3367477655,5,,30.1565494,72.6940135,2013,Rural,High,Both,Registered,674/EDO,No,,21,Private Registered,Mixed,25,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,Owned,46,27,55,44,19,31,42,38,14,7,16,7,10,5,14,5,6,2,10,5,6,5,14,,6,,10,,4,,,,,,,,,,,,,,,,,,2,21,1,2,,PCTB,,,6,2,7,,8,363109,Tariq Naeem
VEHARI,MAILSI,100/WB,10-Nov-16,36390419,MISALI ZAKRIYA SECONDARY SCHOOL 100/WB,100/W.B,100/W.B,3008275311,3,,30.0438394,72.0488534,2009,Rural,Middle,Both,Registered,366 EDO,No,,21,Private Registered,Urdu,28,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Owned,,,50,37,41,32,56,50,58,36,51,33,39,17,30,20,28,17,23,11,28,24,,,,,,,,,,,,,,,,,,,,,,,,,3,22,2,2,,PCTB,,,8,3,8,,6,363201,Muhammad Aslam 
